,class,label,gloss
202,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_deli,deli,"Shop focused on selling delicatessen (fine foods, gourmet foods), possibly also fine wine. Not to be confused with the US delis."
203,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_dairy,dairy,Shop focused on selling dairy products.
204,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_farm,farm,Shop or roadside stand focused on selling freshly harvested farm produce
205,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_frozen_food,frozen food,Shop focused on selling frozen food.
206,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_greengrocer,greengrocer,Shop focused on selling vegetables and fruits.
207,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_health_food,health food,"A health food shop; selling wholefoods, vitamins, nutrition supplements and meat and dairy alternatives."
208,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_ice_cream,ice cream,Shop selling ice cream.
209,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_organic,organic,Shop focused on selling organic food.
210,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_pasta,pasta,"Shop focused on selling (fresh) pasta, ravioli, etc."
211,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_pastry,pastry,"Shop focused on selling baked sweets like cakes, biscuits, strudel and pies."
212,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_seafood,seafood,Shop focused on selling fish/seafood.
213,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_spices,spices,Shop focused on selling spices.
214,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_tea,tea,Shop focused on selling tea.
215,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_water,water,Shop focused on selling drinking water.
216,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_general,general,A store that carries a general line of merchandise.
217,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_kiosk,kiosk,"A small shop on the pavement that sells magazines, tobacco, newspapers, sweets and stamps."
218,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_mall,mall,A shopping mall – multiple stores under one roof (also known as a shopping centre)
219,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_supermarket,supermarket,Supermarket – a large store with groceries and other items
220,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_wholesale,wholesale,Wholesale/warehouse club or cash and carry - a store that sells items in bulk to retailers. 
221,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_bag,bag,Shop focused on selling bags.
222,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_boutique,boutique,"A small shopping outlet, especially one that specializes in elite and fashionable items"
223,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_clothes,clothes,Shop focused on selling clothes and/or underwear (other related value in use is fashion)
224,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_fabric,fabric,"Shop focused on selling fabric and other materials for the purpose of making clothes and other products, eg dress making."
225,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_jewelry,jewelry,Jewellers shops.
226,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_leather,leather,Shop focused on selling products made out of leather.
227,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_sewing,sewing,"A shop that sells sewing supplies (fabric, thread, yarn, knitting needles, sewing machines, etc.)"
228,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_shoes,shoes,Shop focused on selling shoes.
229,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_tailor,tailor,"A place where clothing is made, repaired, or altered professionally, especially suits and men's clothing"
230,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_watches,watches,Shop focused on selling watches.
231,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_wool,wool,Shop selling wool for making of clothes or other products.
232,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_charity,charity,"A charity shop is a shop operated by a charity, for the purposes of fundraising."
233,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_variety_store,variety store,"A variety store retailer is a retail store that sells inexpensive items, sometimes with a single price point for all items in the store."
234,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_beauty,beauty,"A non-hairdresser beauty shop, spa, nail salon, etc."
235,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_chemist,chemist,"Shop focused on selling articles of personal hygiene, cosmetics, and household cleaning products."
236,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_cosmetics,cosmetics,Shop focused on selling cosmetics
237,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_erotic,erotic,"Shop focused on selling erotic toys, -clothes or other erotic stuff."
238,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_hairdresser,hairdresser,"Here you can get your hair cut, coloured."
239,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_hearing_aids,hearing aids,Shop focused on selling hearing aids devices
240,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_herbalist,herbalist,"Shop focused on selling herbs, often for medical purposes."
241,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_massage,massage,A massage shop
242,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_medical_supply,medical supply,Shop focused on selling medical supplies.
243,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_nutrition_supplements,nutrition supplements,"Shops that sells one or more nutritional supplements (of vitamins, minerals and/or herbs)"
244,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_optician,optician,"Shop focused on selling eyeglasses, contact lenses (may also check your eyes)."
245,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_perfumery,perfumery,Shop focused on selling perfumery
246,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_tattoo,tattoo,A tattoo parlour.
247,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_agrarian,agrarian,"Shop focused on selling agrarian products, like seeds, agricultural machinery, animal feed, etc."
248,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_appliance,appliance,"Shop focused on selling large electrical items (aka white goods) washing machines, fridges, cookers, ovens, fans, etc."
249,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_bathroom_furnishing,bathroom furnishing,Shop focused on selling bathroom furniture and accessories
250,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_doityourself,doityourself,"Shop focused on selling tools and supplies to do-it-yourself householders, gardening, …"
251,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_electrical,electrical,Shop focused on selling electrical supplies and devices
252,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_energy,energy,Shop focused on selling energy
253,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_fireplace,fireplace,"Shop focused on selling electric fireplaces, stoves or masonry heaters and required fuels"
254,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_florist,florist,Shop focused on selling bouquets of flowers.
255,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_garden_furniture,garden furniture,"Shop focused on selling garden furniture (sheds, outdoor tables, gates, fences, ...)."
256,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_gas,gas,"Shop focused on selling technical gas, such as argon, oxygen, acetylene, nitrogen, carbon dioxide, etc. in pressurized containers"
257,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_glaziery,glaziery,Shop focused on selling and installing glazing for windows and doors.
258,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_groundskeeping,groundskeeping,"Shop focused on selling outdoor groundskeeping equipment (lawnmowers, chainsaws, small tractors, ..."
259,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_hardware,hardware,"Shop focused on selling building supplies including screws, bolts & paints."
260,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_houseware,houseware,"Shop focused on selling crockery, cutlery, kitchenware, small household appliances."
261,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_locksmith,locksmith,Shop focused on selling keys.
262,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_paint,paint,Shop focused on selling paints.
263,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_security,security,"Shop focused on selling security items like burglar alarms, vaults, locking systems, etc."
264,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_trade,trade,"Shop focused on selling one or more building supplies such as timber/wood, cement etc."
265,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_antiques,antiques,Shop focused on selling antiques.
266,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_bed,bed,Shop focused on selling mattresses and other bedding products.
267,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_candles,candles,"Shop focused on selling candles and candle accessories (holders, etc)"
268,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_carpet,carpet,Shop focused on selling carpets
269,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_curtain,curtain,Shop focused on selling curtains or drapes
270,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_doors,doors,Shop focused on selling doors
271,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_flooring,flooring,Shop focused on selling floorings
272,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_furniture,furniture,"Shop focused on selling furniture, might range from small decorational items to a whole flat interior"
273,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_interior_decoration,interior decoration,Shop focused on selling interior decorations.
274,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_kitchen,kitchen,"A shop where you can plan and buy your kitchen. (Sometimes called ""kitchen studio"" and the like, but plain kitchen is the most frequently used tag so far.)"
275,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_lighting,lighting,A shop selling lighting fixtures and lamps.
276,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_tiles,tiles,Shop focused on selling tiles.
277,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_computer,computer,"Shop focused on selling computers, peripherals, software, …"
278,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_electronics,electronics,"Shop focused on selling consumer electronics (TV, radio, …). Larger ones may also sell computers, fridges, …"
279,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_hifi,hifi,Shop focused on selling High Fidelity or High End environment to listen music or watch films at home
280,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_mobile_phone,mobile phone,Shop focused on selling mobile phones and accessories
281,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_radiotechnics,radiotechnics,"Shop focused on selling electronic components, electrical products, radio measuring devices, supplies for radio and electronics."
282,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_atv,atv,"Shop focused on selling atvs (quads), atv equipment and may rent or repair them"
283,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_bicycle,bicycle,"Shop focused on selling bicycles, bicycle equipment and may rent or repair them"
284,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_boat,boat,"Shop focused on selling boats, boat equipment and may rent or repair them"
285,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_car,car,Car store – a place to buy cars or to get your car repaired
286,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_car_repair,car repair,Shop focused on car repair (usually independent of a specific car brand).
287,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_caravan,caravan,"A shop for caravans, motorhomes & similar recreational vehicles."
288,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_fuel,fuel,A massage shop
289,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_fishing,fishing,Shop focused on selling medical supplies.
290,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_golf,golf,"Shops that sells one or more nutritional supplements (of vitamins, minerals and/or herbs)"
291,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_hunting,hunting,Shop focused on selling gun and hunting equipment.
292,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_jetski,jetski,"Shop focused on selling jetskis, jetski equipment and may rent or repair them"
293,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_motorcycle,motorcycle,"Shop focused on selling motorcycles and/or related accessories, clothes, parts, and rental services."
294,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_outdoor,outdoor,"Shop focused on selling camping, walking, climbing, and other outdoor sports equipment (GPSes, etc.)"
295,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_ski,ski,"Shop focused on selling skis, ski equipment and may rent or repair them"
296,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_sports,sports,Shop focused on selling sporting goods.
297,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_swimming_pool,swimming pool,A store that sells swimming pool equipment and supplies.
298,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_trailer,trailer,Shop focused on selling trailers and parts and/or repairing / renting them
299,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_tyres,tyres,Shop focused on selling tyres.
300,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_art,art,"Shop which sells works of art. May be paintings, sculpture, or other types of art"
301,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_collector,collector,"A shop for different collector's items like stamps, coins, action figures, etc."
302,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_craft,craft,"An arts and crafts supply store. Commonly sold items are paper, canvas, paint, pencils, crafting wood, crafting tools, etc."
303,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_frame,frame,Shop focused on selling frames.
304,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_games,games,"Shop focused on selling board games, card games and/or role-playing games."
305,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_model,model,Shop specialising in the sale of scale models.
306,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_music,music,Shop focused on selling recorded music (vinyl/CDs/...)
307,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_photo,photo,Shop focused on selling products or services related with photography.
308,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_camera,camera,A shop mainly selling cameras and lenses
309,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_trophy,trophy,"Store selling trophies, awards, plaques etc."
310,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_video,video,Shop focused on selling or renting out videos/DVDs.
311,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_video_games,video games,Shop focused on selling video games.
312,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_anime,anime,Shop focused on selling anime stuff.
313,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_books,books,Shop focused on selling books.
314,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_gift,gift,"Shop focused on selling gifts, greeting cards, or tourist gifts (souvenirs)"
315,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_lottery,lottery,A shop of which the main or only purpose is the sale of lottery tickets.
316,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_newsagent,newsagent,"Shop focused on selling newspapers, cigarettes, other goods"
317,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_stationery,stationery,Shop focused on selling office supplies
318,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_ticket,ticket,"Shop focused on selling tickets for concerts, events, public transport, …"
319,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_bookmaker,bookmaker,A shop that takes bets on sporting and other events at agreed upon odds.
320,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_cannabis,cannabis,a shop primarily and legally selling non-medical cannabis products
321,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_copyshop,copyshop,Shop focused on selling photocopying and printing services.
322,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_dry_cleaning,dry cleaning,Shop or kiosk offering a clothes dry cleaning service. The actual cleaning may be done elsewhere.
323,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_e-cigarette,e-cigarette,Shop focused on selling electronic cigarettes.
324,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_laundry,laundry,"A shop to get your normal clothes washed. Might be self service coin operated, with service staff for drop off, …"
325,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_money_lender,money lender,A money lender offers small personal loans at high rates of interest.
326,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_party,party,"A shop for party and festival supplies, like costumes, etc."
327,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_pawnbroker,pawnbroker,A pawnbroker (or pawnshop) is an individual or business that offers secured loans to people.
328,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_pet,pet,"A shop for pets, animals and toys or food for them."
329,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_pet_grooming,pet grooming,A shop offering grooming services for pets (most frequently dogs)
330,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_pest_control,pest control,"Shop selling pest control goods to exterminate rats, insects etc."
331,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_pyrotechnics,pyrotechnics,"Store of pyrotechnics: fireworks, firecrackers, sparklers etc."
332,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_religion,religion,"Shop focused on selling religious articles, church shop."
333,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_storage_rental,storage rental,self storage
334,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_tobacco,tobacco,"Shop focused on selling tobacco, cigarettes and their related accessories."
335,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_toys,toys,Shop focused on selling toys.
336,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_vacant,vacant,"Not an actual shop, of course. You may want to use this tag when a shop has been closed, to avoid confusing other mappers who may not know about this. Plus, you can keep the corresponding object and simply edit it when a new shop opens on the same spot."
337,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_weapons,weapons,"Shop focused on selling weapons like knives, guns etc."
338,http://kr.di.uoa.gr/yago2geo/ontology/OSM_shop_outpost,outpost,Shop primarily used to pick-up items ordered online.
339,http://kr.di.uoa.gr/yago2geo/ontology/OSM_railway_station,station,Railway passenger and/or cargo station. 
340,http://kr.di.uoa.gr/yago2geo/ontology/OSM_railway_tram_stop,tram stop,A tram stop is a place where a passenger can embark / disembark a tram.
341,http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_aircraft,historic aircraft,A decommissioned aircraft which generally remains in one place.
342,http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_aqueduct,historic aqueduct,A historic structure to convey water
343,http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_archaeological_site,historic archaeological site,A place in which evidence of past activity is preserved.
344,http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_battlefield,historic battlefield,The site of a battle or military skirmish in the past.
345,http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_boundary_stone,historic boundary stone,A historic physical marker that identifies a boundary
346,http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_building,historic building,Unspecified historic building.
347,http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_cannon,historic cannon,A historic/retired cannon. Usually found on forts or battlefields.
348,http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_castle,historic castle,"Used for various kinds of castles, palaces, fortresses, manors, stately homes, kremlins, shiros and other."
349,http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_castle_wall,historic castle wall,A fortification surrounding the bailey of a castle
350,http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_church,historic church,A church with a historical value.
351,http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_citywalls,historic citywalls,A citywall is a fortification used to defend a city.
352,http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_farm,historic farm,"A historical farm, kept in its original state."
353,http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_fort,historic fort,"A military fort, a stand-alone defensive structure which differs from a castle in that there is no permanent residence"
354,http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_gallows,historic gallows,remains of a gallows
355,http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_locomotive,historic locomotive,A decommissioned locomotive which generally remains in one place
356,http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_manor,historic manor,Historic manors/mansions having different use today
357,http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_memorial,historic memorial,"Small memorials, usually remembering special persons, people who lost their lives in the wars, past events or missing places."
358,http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_milestone,historic milestone,A historic marker that shows the distance to important destinations
359,http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_monastery,historic monastery,Building/place that is a historically significant monastery.
360,http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_monument,historic monument,"A memorial object, which is especially large, built to remember, show respect to a person or group of people or to commemorate an event."
361,http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_pillory,historic pillory,A pillory.
362,http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_ruins,historic ruins,"Remains of structures that were once complete, but have fallen into partial or complete disrepair."
363,http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_ship,historic ship,A decommissioned ship/submarine which generally remains in one place
364,http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_tank,historic tank,A decommissioned tank which generally remains in one place
365,http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_tomb,historic tomb,A structure where somebody has been buried.
366,http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_tower,historic tower,This property distinguishes a tower as historic
367,http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_wayside_cross,historic wayside cross,"A historical cross, symbol of christian faith."
368,http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_wayside_shrine,historic wayside shrine,A shrine often showing a religious depiction. Tag is used also for modern shrines.
369,http://kr.di.uoa.gr/yago2geo/ontology/OSM_historic_wreck,historic wreck,A nautical craft that has been sunk or destroyed.
370,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_bar,bar,"Bar is a purpose-built commercial establishment that sells alcoholic drinks to be consumed on the premises. They are characterised by a noisy and vibrant atmosphere, similar to a party and usually don't sell food."
371,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_biergarten,biergarten,"Biergarten or beer garden is an open-air area where alcoholic beverages along with food is prepared and served. See also the description of the tags amenity=pub;bar;restaurant. A biergarten can commonly be found attached to a beer hall, pub, bar, or restaurant."
372,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_cafe,cafe,"Cafe is generally an informal place that offers casual meals and beverages; typically, the focus is on coffee or tea. Also known as a coffeehouse/shop, bistro or sidewalk cafe."
373,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_fast_food,fast food,Fast food restaurant. The kind of food served can be tagged with cuisines and diets.
374,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_food_court,food court,"An area with several different restaurant food counters and a shared eating area. Commonly found in malls, airports, etc."
375,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_ice_cream,ice cream,Ice cream shop or ice cream parlour. A place that sells ice cream and frozen yoghurt over the counter
376,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_pub,pub,A place selling beer and other alcoholic drinks; may also provide food or accommodation (UK).
377,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_restaurant,restaurant,Restaurant (not fast food). The kind of food served can be tagged with cuisines and diets.
378,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_college,college,Campus or buildings of an institute of Further Education (aka continuing education)
379,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_driving_school,driving school,Driving School which offers motor vehicle driving lessons
380,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_kindergarten,kindergarten,"For children too young for a regular school (also known as preschool, playschool or nursery school), in some countries including afternoon supervision of primary school children."
381,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_language_school,language school,Language School is an educational institution where one studies a foreign language.
382,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_library,library,"A public library (municipal, university, …) to borrow books from."
383,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_toy_library,toy library,"A place to borrow games and toys, or play with them on site."
384,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_music_school,music school,"A music school, an educational institution specialized in the study, training, and research of music."
385,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_school,school,"School and grounds - primary, middle and seconday schools."
386,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_university,university,An university campus: an institute of higher education
387,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_bicycle_parking,bicycle parking,Parking for bicycles.
388,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_bicycle_repair_station,bicycle repair station,"General tools for self-service bicycle repairs, usually on the roadside; no service"
389,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_bicycle_rental,bicycle rental,Rent a bicycle
390,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_boat_rental,boat rental,Rent a Boat
391,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_boat_sharing,boat sharing,Share a Boat
392,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_bus_station,bus station,May also be tagged as public_transport station.
393,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_car_rental,car rental,Rent a car
394,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_car_sharing,car sharing,Share a car
395,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_car_wash,car wash,Wash a car
396,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_vehicle_inspection,vehicle inspection,Government vehicle inspection
397,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_charging_station,charging station,Charging facility for electric vehicles
398,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_ferry_terminal,ferry terminal,Ferry terminal/stop. A place where people/cars/etc. can board and leave a ferry.
399,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_fuel,gas station,Petrol station; gas station; marine fuel; … Streets to petrol stations are often tagged highway service.
399,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_fuel,fuel,Petrol station; gas station; marine fuel; … Streets to petrol stations are often tagged highway service.
400,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_grit_bin,grit bin,A container that holds grit or a mixture of salt and grit.
401,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_motorcycle_parking,motorcycle parking,Parking for motorcycles
402,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_parking,parking,Car park. Nodes and areas (without access tag) will get a parking symbol. Areas will be coloured. Streets on car parking are often tagged highway=service and service=parking_aisle.
403,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_parking_entrance,parking entrance,An entrance or exit to an underground or multi-storey parking facility. Group multiple parking entrances together with a relation using the tags type=site and site=parking. Do not mix with amenity=parking.
404,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_parking_space,parking space,A single parking space. Group multiple parking spaces together with a relation using the tags type=site and site=parking. Do not mix with amenity=parking.
405,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_taxi,taxi,A place where taxis wait for passengers.
406,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_atm,atm,ATM or cash point: a device that provides the clients of a financial institution with access to financial transactions.
407,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_bank,bank,"Bank or credit union: a financial establishment where customers can deposit and withdraw money, take loans, make investments and transfer funds."
408,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_bureau_de_change,bureau de change,"Bureau de change, money changer, currency exchange, Wechsel, cambio – a place to change foreign bank notes and travellers cheques."
409,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_baby_hatch,baby hatch,"A place where a baby can be, out of necessity, anonymously left to be safely cared for and perhaps adopted."
410,http://kr.di.uoa.gr/yago2geo/ontology/OSM_amenity_clinic,clinic,A medium-sized medical facility or health centre.
